PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	179	0	0	0	0
2	1		sleeping	  1	0	0	1	177	0	0	0
3	3		running 	  27	8	0	1	7	14	64	68
4	0		runnable	  0	3	0	154	0	0	0	0
5	0		runnable	  0	3	0	154	0	0	0	0
6	0		runnable	  0	3	0	154	0	0	0	0
7	0		runnable	  0	3	0	154	0	0	0	0
8	0		runnable	  0	3	0	154	0	0	0	0
9	3		runnable	  23	4	0	2	8	16	60	68
10	4		runnable	  23	28	0	3	9	18	60	64
11	4		runnable	  27	20	0	4	10	24	64	52
12	4		runnable	  27	12	0	5	11	26	68	44
13	4		runnable	  27	4	0	6	12	28	72	36

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	180	0	0	0	0
2	1		sleeping	  1	0	0	1	178	0	0	0
3	3		running 	  28	8	0	1	7	14	65	68
4	0		runnable	  0	4	0	155	0	0	0	0
5	0		runnable	  0	4	0	155	0	0	0	0
6	0		runnable	  0	4	0	155	0	0	0	0
7	0		runnable	  0	4	0	155	0	0	0	0
8	0		runnable	  0	4	0	155	0	0	0	0
9	3		runnable	  23	5	0	2	8	16	61	68
10	4		runnable	  23	29	0	3	9	18	60	65
11	4		runnable	  27	21	0	4	10	24	64	53
12	4		runnable	  27	13	0	5	11	26	68	45
13	4		runnable	  27	5	0	6	12	28	72	37

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	181	0	0	0	0
2	1		sleeping	  1	0	0	1	179	0	0	0
3	3		running 	  29	8	0	1	7	14	66	68
4	0		runnable	  0	5	0	156	0	0	0	0
5	0		runnable	  0	5	0	156	0	0	0	0
6	0		runnable	  0	5	0	156	0	0	0	0
7	0		runnable	  0	5	0	156	0	0	0	0
8	0		runnable	  0	5	0	156	0	0	0	0
9	3		runnable	  23	6	0	2	8	16	62	68
10	4		runnable	  23	30	0	3	9	18	60	66
11	4		runnable	  27	22	0	4	10	24	64	54
12	4		runnable	  27	14	0	5	11	26	68	46
13	4		runnable	  27	6	0	6	12	28	72	38

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	182	0	0	0	0
2	1		sleeping	  1	0	0	1	180	0	0	0
3	3		running 	  30	8	0	1	7	14	67	68
4	0		runnable	  0	6	0	157	0	0	0	0
5	0		runnable	  0	6	0	157	0	0	0	0
6	0		runnable	  0	6	0	157	0	0	0	0
7	0		runnable	  0	6	0	157	0	0	0	0
8	0		runnable	  0	6	0	157	0	0	0	0
9	3		runnable	  23	7	0	2	8	16	63	68
10	4		runnable	  23	31	0	3	9	18	60	67
11	4		runnable	  27	23	0	4	10	24	64	55
12	4		runnable	  27	15	0	5	11	26	68	47
13	4		runnable	  27	7	0	6	12	28	72	39

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	183	0	0	0	0
2	1		sleeping	  1	0	0	1	181	0	0	0
3	3		running 	  31	8	0	1	7	14	68	68
4	0		runnable	  0	7	0	158	0	0	0	0
5	0		runnable	  0	7	0	158	0	0	0	0
6	0		runnable	  0	7	0	158	0	0	0	0
7	0		runnable	  0	7	0	158	0	0	0	0
8	0		runnable	  0	7	0	158	0	0	0	0
9	3		runnable	  23	8	0	2	8	16	64	68
10	4		runnable	  23	32	0	3	9	18	60	68
11	4		runnable	  27	24	0	4	10	24	64	56
12	4		runnable	  27	16	0	5	11	26	68	48
13	4		runnable	  27	8	0	6	12	28	72	40

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	184	0	0	0	0
2	1		sleeping	  1	0	0	1	182	0	0	0
3	4		runnable	  31	1	0	1	7	14	68	69
4	0		sleeping	  0	7	0	159	0	0	0	0
5	0		sleeping	  0	7	0	159	0	0	0	0
6	0		sleeping	  0	7	0	159	0	0	0	0
7	0		sleeping	  0	7	0	159	0	0	0	0
8	0		sleeping	  0	7	0	159	0	0	0	0
9	3		running 	  24	8	0	2	8	16	65	68
10	3		runnable	  23	1	0	3	9	18	61	68
11	4		runnable	  27	25	0	4	10	24	64	57
12	4		runnable	  27	17	0	5	11	26	68	49
13	4		runnable	  27	9	0	6	12	28	72	41

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	185	0	0	0	0
2	1		sleeping	  1	0	0	1	183	0	0	0
3	4		runnable	  31	2	0	1	7	14	68	70
4	0		runnable	  0	1	0	160	0	0	0	0
5	0		runnable	  0	1	0	160	0	0	0	0
6	0		runnable	  0	1	0	160	0	0	0	0
7	0		runnable	  0	1	0	160	0	0	0	0
8	0		runnable	  0	1	0	160	0	0	0	0
9	3		running 	  25	8	0	2	8	16	66	68
10	3		runnable	  23	2	0	3	9	18	62	68
11	4		runnable	  27	26	0	4	10	24	64	58
12	4		runnable	  27	18	0	5	11	26	68	50
13	4		runnable	  27	10	0	6	12	28	72	42

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	186	0	0	0	0
2	1		sleeping	  1	0	0	1	184	0	0	0
3	4		runnable	  31	3	0	1	7	14	68	71
4	0		runnable	  0	2	0	161	0	0	0	0
5	0		runnable	  0	2	0	161	0	0	0	0
6	0		runnable	  0	2	0	161	0	0	0	0
7	0		runnable	  0	2	0	161	0	0	0	0
8	0		runnable	  0	2	0	161	0	0	0	0
9	3		running 	  26	8	0	2	8	16	67	68
10	3		runnable	  23	3	0	3	9	18	63	68
11	4		runnable	  27	27	0	4	10	24	64	59
12	4		runnable	  27	19	0	5	11	26	68	51
13	4		runnable	  27	11	0	6	12	28	72	43

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	187	0	0	0	0
2	1		sleeping	  1	0	0	1	185	0	0	0
3	4		runnable	  31	4	0	1	7	14	68	72
4	0		runnable	  0	3	0	162	0	0	0	0
5	0		runnable	  0	3	0	162	0	0	0	0
6	0		runnable	  0	3	0	162	0	0	0	0
7	0		runnable	  0	3	0	162	0	0	0	0
8	0		runnable	  0	3	0	162	0	0	0	0
9	3		running 	  27	8	0	2	8	16	68	68
10	3		runnable	  23	4	0	3	9	18	64	68
11	4		runnable	  27	28	0	4	10	24	64	60
12	4		runnable	  27	20	0	5	11	26	68	52
13	4		runnable	  27	12	0	6	12	28	72	44

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	188	0	0	0	0
2	1		sleeping	  1	0	0	1	186	0	0	0
3	4		runnable	  31	5	0	1	7	14	68	73
4	0		runnable	  0	4	0	163	0	0	0	0
5	0		runnable	  0	4	0	163	0	0	0	0
6	0		runnable	  0	4	0	163	0	0	0	0
7	0		runnable	  0	4	0	163	0	0	0	0
8	0		runnable	  0	4	0	163	0	0	0	0
9	3		running 	  28	8	0	2	8	16	69	68
10	3		runnable	  23	5	0	3	9	18	65	68
11	4		runnable	  27	29	0	4	10	24	64	61
12	4		runnable	  27	21	0	5	11	26	68	53
13	4		runnable	  27	13	0	6	12	28	72	45

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	189	0	0	0	0
2	1		sleeping	  1	0	0	1	187	0	0	0
3	4		runnable	  31	6	0	1	7	14	68	74
4	0		runnable	  0	5	0	164	0	0	0	0
5	0		runnable	  0	5	0	164	0	0	0	0
6	0		runnable	  0	5	0	164	0	0	0	0
7	0		runnable	  0	5	0	164	0	0	0	0
8	0		runnable	  0	5	0	164	0	0	0	0
9	3		running 	  29	8	0	2	8	16	70	68
10	3		runnable	  23	6	0	3	9	18	66	68
11	4		runnable	  27	30	0	4	10	24	64	62
12	4		runnable	  27	22	0	5	11	26	68	54
13	4		runnable	  27	14	0	6	12	28	72	46

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	190	0	0	0	0
2	1		sleeping	  1	0	0	1	188	0	0	0
3	4		runnable	  31	7	0	1	7	14	68	75
4	0		runnable	  0	6	0	165	0	0	0	0
5	0		runnable	  0	6	0	165	0	0	0	0
6	0		runnable	  0	6	0	165	0	0	0	0
7	0		runnable	  0	6	0	165	0	0	0	0
8	0		runnable	  0	6	0	165	0	0	0	0
9	3		running 	  30	8	0	2	8	16	71	68
10	3		runnable	  23	7	0	3	9	18	67	68
11	4		runnable	  27	31	0	4	10	24	64	63
12	4		runnable	  27	23	0	5	11	26	68	55
13	4		runnable	  27	15	0	6	12	28	72	47

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	191	0	0	0	0
2	1		sleeping	  1	0	0	1	189	0	0	0
3	4		runnable	  31	8	0	1	7	14	68	76
4	0		runnable	  0	7	0	166	0	0	0	0
5	0		runnable	  0	7	0	166	0	0	0	0
6	0		runnable	  0	7	0	166	0	0	0	0
7	0		runnable	  0	7	0	166	0	0	0	0
8	0		runnable	  0	7	0	166	0	0	0	0
9	3		running 	  31	8	0	2	8	16	72	68
10	3		runnable	  23	8	0	3	9	18	68	68
11	4		runnable	  27	32	0	4	10	24	64	64
12	4		runnable	  27	24	0	5	11	26	68	56
13	4		runnable	  27	16	0	6	12	28	72	48

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	192	0	0	0	0
2	1		sleeping	  1	0	0	1	190	0	0	0
3	4		runnable	  31	9	0	1	7	14	68	77
4	0		sleeping	  0	7	0	167	0	0	0	0
5	0		sleeping	  0	7	0	167	0	0	0	0
6	0		sleeping	  0	7	0	167	0	0	0	0
7	0		sleeping	  0	7	0	167	0	0	0	0
8	0		sleeping	  0	7	0	167	0	0	0	0
9	4		runnable	  31	1	0	2	8	16	72	69
10	3		running 	  24	8	0	3	9	18	69	68
11	3		runnable	  27	1	0	4	10	24	65	64
12	4		runnable	  27	25	0	5	11	26	68	57
13	4		runnable	  27	17	0	6	12	28	72	49

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	193	0	0	0	0
2	1		sleeping	  1	0	0	1	191	0	0	0
3	4		runnable	  31	10	0	1	7	14	68	78
4	0		runnable	  0	1	0	168	0	0	0	0
5	0		runnable	  0	1	0	168	0	0	0	0
6	0		runnable	  0	1	0	168	0	0	0	0
7	0		runnable	  0	1	0	168	0	0	0	0
8	0		runnable	  0	1	0	168	0	0	0	0
9	4		runnable	  31	2	0	2	8	16	72	70
10	3		running 	  25	8	0	3	9	18	70	68
11	3		runnable	  27	2	0	4	10	24	66	64
12	4		runnable	  27	26	0	5	11	26	68	58
13	4		runnable	  27	18	0	6	12	28	72	50

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	194	0	0	0	0
2	1		sleeping	  1	0	0	1	192	0	0	0
3	4		runnable	  31	11	0	1	7	14	68	79
4	0		runnable	  0	2	0	169	0	0	0	0
5	0		runnable	  0	2	0	169	0	0	0	0
6	0		runnable	  0	2	0	169	0	0	0	0
7	0		runnable	  0	2	0	169	0	0	0	0
8	0		runnable	  0	2	0	169	0	0	0	0
9	4		runnable	  31	3	0	2	8	16	72	71
10	3		running 	  26	8	0	3	9	18	71	68
11	3		runnable	  27	3	0	4	10	24	67	64
12	4		runnable	  27	27	0	5	11	26	68	59
13	4		runnable	  27	19	0	6	12	28	72	51

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	195	0	0	0	0
2	1		sleeping	  1	0	0	1	193	0	0	0
3	4		runnable	  31	12	0	1	7	14	68	80
4	0		runnable	  0	3	0	170	0	0	0	0
5	0		runnable	  0	3	0	170	0	0	0	0
6	0		runnable	  0	3	0	170	0	0	0	0
7	0		runnable	  0	3	0	170	0	0	0	0
8	0		runnable	  0	3	0	170	0	0	0	0
9	4		runnable	  31	4	0	2	8	16	72	72
10	3		running 	  27	8	0	3	9	18	72	68
11	3		runnable	  27	4	0	4	10	24	68	64
12	4		runnable	  27	28	0	5	11	26	68	60
13	4		runnable	  27	20	0	6	12	28	72	52

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	196	0	0	0	0
2	1		sleeping	  1	0	0	1	194	0	0	0
3	4		runnable	  31	13	0	1	7	14	68	81
4	0		runnable	  0	4	0	171	0	0	0	0
5	0		runnable	  0	4	0	171	0	0	0	0
6	0		runnable	  0	4	0	171	0	0	0	0
7	0		runnable	  0	4	0	171	0	0	0	0
8	0		runnable	  0	4	0	171	0	0	0	0
9	4		runnable	  31	5	0	2	8	16	72	73
10	3		running 	  28	8	0	3	9	18	73	68
11	3		runnable	  27	5	0	4	10	24	69	64
12	4		runnable	  27	29	0	5	11	26	68	61
13	4		runnable	  27	21	0	6	12	28	72	53

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	197	0	0	0	0
2	1		sleeping	  1	0	0	1	195	0	0	0
3	4		runnable	  31	14	0	1	7	14	68	82
4	0		runnable	  0	5	0	172	0	0	0	0
5	0		runnable	  0	5	0	172	0	0	0	0
6	0		runnable	  0	5	0	172	0	0	0	0
7	0		runnable	  0	5	0	172	0	0	0	0
8	0		runnable	  0	5	0	172	0	0	0	0
9	4		runnable	  31	6	0	2	8	16	72	74
10	3		running 	  29	8	0	3	9	18	74	68
11	3		runnable	  27	6	0	4	10	24	70	64
12	4		runnable	  27	30	0	5	11	26	68	62
13	4		runnable	  27	22	0	6	12	28	72	54

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	198	0	0	0	0
2	1		sleeping	  1	0	0	1	196	0	0	0
3	4		runnable	  31	15	0	1	7	14	68	83
4	0		runnable	  0	6	0	173	0	0	0	0
5	0		runnable	  0	6	0	173	0	0	0	0
6	0		runnable	  0	6	0	173	0	0	0	0
7	0		runnable	  0	6	0	173	0	0	0	0
8	0		runnable	  0	6	0	173	0	0	0	0
9	4		runnable	  31	7	0	2	8	16	72	75
10	3		running 	  30	8	0	3	9	18	75	68
11	3		runnable	  27	7	0	4	10	24	71	64
12	4		runnable	  27	31	0	5	11	26	68	63
13	4		runnable	  27	23	0	6	12	28	72	55

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	199	0	0	0	0
2	1		sleeping	  1	0	0	1	197	0	0	0
3	4		runnable	  31	16	0	1	7	14	68	84
4	0		runnable	  0	7	0	174	0	0	0	0
5	0		runnable	  0	7	0	174	0	0	0	0
6	0		runnable	  0	7	0	174	0	0	0	0
7	0		runnable	  0	7	0	174	0	0	0	0
8	0		runnable	  0	7	0	174	0	0	0	0
9	4		runnable	  31	8	0	2	8	16	72	76
10	3		running 	  31	8	0	3	9	18	76	68
11	3		runnable	  27	8	0	4	10	24	72	64
12	4		runnable	  27	32	0	5	11	26	68	64
13	4		runnable	  27	24	0	6	12	28	72	56

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	200	0	0	0	0
2	1		sleeping	  1	0	0	1	198	0	0	0
3	4		runnable	  31	17	0	1	7	14	68	85
4	0		sleeping	  0	7	0	175	0	0	0	0
5	0		sleeping	  0	7	0	175	0	0	0	0
6	0		sleeping	  0	7	0	175	0	0	0	0
7	0		sleeping	  0	7	0	175	0	0	0	0
8	0		sleeping	  0	7	0	175	0	0	0	0
9	4		runnable	  31	9	0	2	8	16	72	77
10	4		runnable	  31	1	0	3	9	18	76	69
11	3		running 	  28	8	0	4	10	24	73	64
12	3		runnable	  27	1	0	5	11	26	69	64
13	4		runnable	  27	25	0	6	12	28	72	57

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	201	0	0	0	0
2	1		sleeping	  1	0	0	1	199	0	0	0
3	4		runnable	  31	18	0	1	7	14	68	86
4	0		runnable	  0	1	0	176	0	0	0	0
5	0		runnable	  0	1	0	176	0	0	0	0
6	0		runnable	  0	1	0	176	0	0	0	0
7	0		runnable	  0	1	0	176	0	0	0	0
8	0		runnable	  0	1	0	176	0	0	0	0
9	4		runnable	  31	10	0	2	8	16	72	78
10	4		runnable	  31	2	0	3	9	18	76	70
11	3		running 	  29	8	0	4	10	24	74	64
12	3		runnable	  27	2	0	5	11	26	70	64
13	4		runnable	  27	26	0	6	12	28	72	58

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	202	0	0	0	0
2	1		sleeping	  1	0	0	1	200	0	0	0
3	4		runnable	  31	19	0	1	7	14	68	87
4	0		runnable	  0	2	0	177	0	0	0	0
5	0		runnable	  0	2	0	177	0	0	0	0
6	0		runnable	  0	2	0	177	0	0	0	0
7	0		runnable	  0	2	0	177	0	0	0	0
8	0		runnable	  0	2	0	177	0	0	0	0
9	4		runnable	  31	11	0	2	8	16	72	79
10	4		runnable	  31	3	0	3	9	18	76	71
11	3		running 	  30	8	0	4	10	24	75	64
12	3		runnable	  27	3	0	5	11	26	71	64
13	4		runnable	  27	27	0	6	12	28	72	59

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	203	0	0	0	0
2	1		sleeping	  1	0	0	1	201	0	0	0
3	4		runnable	  31	20	0	1	7	14	68	88
4	0		runnable	  0	3	0	178	0	0	0	0
5	0		runnable	  0	3	0	178	0	0	0	0
6	0		runnable	  0	3	0	178	0	0	0	0
7	0		runnable	  0	3	0	178	0	0	0	0
8	0		runnable	  0	3	0	178	0	0	0	0
9	4		runnable	  31	12	0	2	8	16	72	80
10	4		runnable	  31	4	0	3	9	18	76	72
11	3		running 	  31	8	0	4	10	24	76	64
12	3		runnable	  27	4	0	5	11	26	72	64
13	4		runnable	  27	28	0	6	12	28	72	60

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	204	0	0	0	0
2	1		sleeping	  1	0	0	1	202	0	0	0
3	4		runnable	  31	21	0	1	7	14	68	89
4	0		runnable	  0	4	0	179	0	0	0	0
5	0		runnable	  0	4	0	179	0	0	0	0
6	0		runnable	  0	4	0	179	0	0	0	0
7	0		runnable	  0	4	0	179	0	0	0	0
8	0		runnable	  0	4	0	179	0	0	0	0
9	4		runnable	  31	13	0	2	8	16	72	81
10	4		runnable	  31	5	0	3	9	18	76	73
11	3		running 	  32	8	0	4	10	24	77	64
12	3		runnable	  27	5	0	5	11	26	73	64
13	4		runnable	  27	29	0	6	12	28	72	61

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	205	0	0	0	0
2	1		sleeping	  1	0	0	1	203	0	0	0
3	4		runnable	  31	22	0	1	7	14	68	90
4	0		runnable	  0	5	0	180	0	0	0	0
5	0		runnable	  0	5	0	180	0	0	0	0
6	0		runnable	  0	5	0	180	0	0	0	0
7	0		runnable	  0	5	0	180	0	0	0	0
8	0		runnable	  0	5	0	180	0	0	0	0
9	4		runnable	  31	14	0	2	8	16	72	82
10	4		runnable	  31	6	0	3	9	18	76	74
11	3		running 	  33	8	0	4	10	24	78	64
12	3		runnable	  27	6	0	5	11	26	74	64
13	4		runnable	  27	30	0	6	12	28	72	62

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	206	0	0	0	0
2	1		sleeping	  1	0	0	1	204	0	0	0
3	4		runnable	  31	23	0	1	7	14	68	91
4	0		runnable	  0	6	0	181	0	0	0	0
5	0		runnable	  0	6	0	181	0	0	0	0
6	0		runnable	  0	6	0	181	0	0	0	0
7	0		runnable	  0	6	0	181	0	0	0	0
8	0		runnable	  0	6	0	181	0	0	0	0
9	4		runnable	  31	15	0	2	8	16	72	83
10	4		runnable	  31	7	0	3	9	18	76	75
11	3		running 	  34	8	0	4	10	24	79	64
12	3		runnable	  27	7	0	5	11	26	75	64
13	4		runnable	  27	31	0	6	12	28	72	63

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	207	0	0	0	0
2	1		sleeping	  1	0	0	1	205	0	0	0
3	4		runnable	  31	24	0	1	7	14	68	92
4	0		runnable	  0	7	0	182	0	0	0	0
5	0		runnable	  0	7	0	182	0	0	0	0
6	0		runnable	  0	7	0	182	0	0	0	0
7	0		runnable	  0	7	0	182	0	0	0	0
8	0		runnable	  0	7	0	182	0	0	0	0
9	4		runnable	  31	16	0	2	8	16	72	84
10	4		runnable	  31	8	0	3	9	18	76	76
11	3		running 	  35	8	0	4	10	24	80	64
12	3		runnable	  27	8	0	5	11	26	76	64
13	4		runnable	  27	32	0	6	12	28	72	64

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	208	0	0	0	0
2	1		sleeping	  1	0	0	1	206	0	0	0
3	4		runnable	  31	25	0	1	7	14	68	93
4	0		sleeping	  0	7	0	183	0	0	0	0
5	0		sleeping	  0	7	0	183	0	0	0	0
6	0		sleeping	  0	7	0	183	0	0	0	0
7	0		sleeping	  0	7	0	183	0	0	0	0
8	0		sleeping	  0	7	0	183	0	0	0	0
9	4		runnable	  31	17	0	2	8	16	72	85
10	4		runnable	  31	9	0	3	9	18	76	77
11	4		runnable	  35	1	0	4	10	24	80	65
12	3		running 	  28	8	0	5	11	26	77	64
13	3		runnable	  27	1	0	6	12	28	73	64

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	209	0	0	0	0
2	1		sleeping	  1	0	0	1	207	0	0	0
3	4		runnable	  31	26	0	1	7	14	68	94
4	0		runnable	  0	1	0	184	0	0	0	0
5	0		runnable	  0	1	0	184	0	0	0	0
6	0		runnable	  0	1	0	184	0	0	0	0
7	0		runnable	  0	1	0	184	0	0	0	0
8	0		runnable	  0	1	0	184	0	0	0	0
9	4		runnable	  31	18	0	2	8	16	72	86
10	4		runnable	  31	10	0	3	9	18	76	78
11	4		runnable	  35	2	0	4	10	24	80	66
12	3		running 	  29	8	0	5	11	26	78	64
13	3		runnable	  27	2	0	6	12	28	74	64

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	210	0	0	0	0
2	1		sleeping	  1	0	0	1	208	0	0	0
3	4		runnable	  31	27	0	1	7	14	68	95
4	0		runnable	  0	2	0	185	0	0	0	0
5	0		runnable	  0	2	0	185	0	0	0	0
6	0		runnable	  0	2	0	185	0	0	0	0
7	0		runnable	  0	2	0	185	0	0	0	0
8	0		runnable	  0	2	0	185	0	0	0	0
9	4		runnable	  31	19	0	2	8	16	72	87
10	4		runnable	  31	11	0	3	9	18	76	79
11	4		runnable	  35	3	0	4	10	24	80	67
12	3		running 	  30	8	0	5	11	26	79	64
13	3		runnable	  27	3	0	6	12	28	75	64

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	211	0	0	0	0
2	1		sleeping	  1	0	0	1	209	0	0	0
3	4		runnable	  31	28	0	1	7	14	68	96
4	0		runnable	  0	3	0	186	0	0	0	0
5	0		runnable	  0	3	0	186	0	0	0	0
6	0		runnable	  0	3	0	186	0	0	0	0
7	0		runnable	  0	3	0	186	0	0	0	0
8	0		runnable	  0	3	0	186	0	0	0	0
9	4		runnable	  31	20	0	2	8	16	72	88
10	4		runnable	  31	12	0	3	9	18	76	80
11	4		runnable	  35	4	0	4	10	24	80	68
12	3		running 	  31	8	0	5	11	26	80	64
13	3		runnable	  27	4	0	6	12	28	76	64

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	212	0	0	0	0
2	1		sleeping	  1	0	0	1	210	0	0	0
3	4		runnable	  31	29	0	1	7	14	68	97
4	0		runnable	  0	4	0	187	0	0	0	0
5	0		runnable	  0	4	0	187	0	0	0	0
6	0		runnable	  0	4	0	187	0	0	0	0
7	0		runnable	  0	4	0	187	0	0	0	0
8	0		runnable	  0	4	0	187	0	0	0	0
9	4		runnable	  31	21	0	2	8	16	72	89
10	4		runnable	  31	13	0	3	9	18	76	81
11	4		runnable	  35	5	0	4	10	24	80	69
12	3		running 	  32	8	0	5	11	26	81	64
13	3		runnable	  27	5	0	6	12	28	77	64

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	213	0	0	0	0
2	1		sleeping	  1	0	0	1	211	0	0	0
3	4		runnable	  31	30	0	1	7	14	68	98
4	0		runnable	  0	5	0	188	0	0	0	0
5	0		runnable	  0	5	0	188	0	0	0	0
6	0		runnable	  0	5	0	188	0	0	0	0
7	0		runnable	  0	5	0	188	0	0	0	0
8	0		runnable	  0	5	0	188	0	0	0	0
9	4		runnable	  31	22	0	2	8	16	72	90
10	4		runnable	  31	14	0	3	9	18	76	82
11	4		runnable	  35	6	0	4	10	24	80	70
12	3		running 	  33	8	0	5	11	26	82	64
13	3		runnable	  27	6	0	6	12	28	78	64

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	214	0	0	0	0
2	1		sleeping	  1	0	0	1	212	0	0	0
3	4		runnable	  31	31	0	1	7	14	68	99
4	0		runnable	  0	6	0	189	0	0	0	0
5	0		runnable	  0	6	0	189	0	0	0	0
6	0		runnable	  0	6	0	189	0	0	0	0
7	0		runnable	  0	6	0	189	0	0	0	0
8	0		runnable	  0	6	0	189	0	0	0	0
9	4		runnable	  31	23	0	2	8	16	72	91
10	4		runnable	  31	15	0	3	9	18	76	83
11	4		runnable	  35	7	0	4	10	24	80	71
12	3		running 	  34	8	0	5	11	26	83	64
13	3		runnable	  27	7	0	6	12	28	79	64

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	215	0	0	0	0
2	1		sleeping	  1	0	0	1	213	0	0	0
3	4		runnable	  31	32	0	1	7	14	68	100
4	0		runnable	  0	7	0	190	0	0	0	0
5	0		runnable	  0	7	0	190	0	0	0	0
6	0		runnable	  0	7	0	190	0	0	0	0
7	0		runnable	  0	7	0	190	0	0	0	0
8	0		runnable	  0	7	0	190	0	0	0	0
9	4		runnable	  31	24	0	2	8	16	72	92
10	4		runnable	  31	16	0	3	9	18	76	84
11	4		runnable	  35	8	0	4	10	24	80	72
12	3		running 	  35	8	0	5	11	26	84	64
13	3		runnable	  27	8	0	6	12	28	80	64

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	216	0	0	0	0
2	1		sleeping	  1	0	0	1	214	0	0	0
3	3		runnable	  31	1	0	1	7	14	69	100
4	0		sleeping	  0	7	0	191	0	0	0	0
5	0		sleeping	  0	7	0	191	0	0	0	0
6	0		sleeping	  0	7	0	191	0	0	0	0
7	0		sleeping	  0	7	0	191	0	0	0	0
8	0		sleeping	  0	7	0	191	0	0	0	0
9	4		runnable	  31	25	0	2	8	16	72	93
10	4		runnable	  31	17	0	3	9	18	76	85
11	4		runnable	  35	9	0	4	10	24	80	73
12	4		runnable	  35	1	0	5	11	26	84	65
13	3		running 	  28	8	0	6	12	28	81	64

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	217	0	0	0	0
2	1		sleeping	  1	0	0	1	215	0	0	0
3	3		runnable	  31	2	0	1	7	14	70	100
4	0		runnable	  0	1	0	192	0	0	0	0
